seasonality,round,champion_saturation
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
51527.642472189,3,0.0
52367.14955673398,4,1.2000000000000002
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
52367.14955673398,4,0.0
53242.866113927215,5,1.2000000000000002
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
53242.866113927215,5,0.0
54364.38477373884,6,0.4
54364.38477373884,6,0.0
54364.38477373884,6,0.4
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.4
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
54364.38477373884,6,0.0
55261.118282171454,7,0.30000000000000004
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.4
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.4
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
55261.118282171454,7,0.0
